"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1999","MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","93,900,000",""
"SURVEY","1999","MAR","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","181,500,000",""
"SURVEY","1999","MAR","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,800,000",""
"SURVEY","1999","MAR","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,000,000",""
"SURVEY","1999","MAR","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,200,000",""
"SURVEY","1999","MAR","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","45,900,000",""
"SURVEY","1999","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","228,900,000",""
"SURVEY","1999","MAR","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","110,000,000",""
"SURVEY","1999","MAR","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","573,600,000",""
"SURVEY","1999","MAR","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","514,000,000",""
"SURVEY","1999","MAR","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","45,500,000",""
"SURVEY","1999","MAR","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,800,000",""
"SURVEY","1999","MAR","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","32,600,000",""
"SURVEY","1999","MAR","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","184,700,000",""
"SURVEY","1999","MAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,200,000",""
"SURVEY","1999","MAR","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","74,100,000",""
"SURVEY","1999","MAR","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,800,000",""
"SURVEY","1999","MAR","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","586,300,000",""
"SURVEY","1999","MAR","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","1999","MAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,900,000",""
"SURVEY","1999","MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,300,000",""
"SURVEY","1999","MAR","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,400,000",""
"SURVEY","1999","MAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","168,200,000",""
"SURVEY","1999","MAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,200,000",""
"SURVEY","1999","MAR","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,600,000",""
"SURVEY","1999","MAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","77,900,000",""
"SURVEY","1999","MAR","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,700,000",""
"SURVEY","1999","MAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","101,200,000",""
"SURVEY","1999","MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,800,000",""
"SURVEY","1999","MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","93,400,000",""
"SURVEY","1999","MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,800,000",""
"SURVEY","1999","MAR","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","418,300,000",""
"SURVEY","1999","MAR","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","43,400,000",""
"SURVEY","1999","MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","66,000,000",""
"SURVEY","1999","MAR","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","54,200,000",""
"SURVEY","1999","MAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","700,000",""
"SURVEY","1999","MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","113,900,000",""
"SURVEY","1999","MAR","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","400,000",""
"SURVEY","1999","APR","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,600,000",""
"SURVEY","1999","APR","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,500,000",""
"SURVEY","1999","APR","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,400,000",""
"SURVEY","1999","APR","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","89,600,000",""
"SURVEY","1999","APR","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","168,400,000",""
"SURVEY","1999","APR","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,500,000",""
"SURVEY","1999","APR","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,000,000",""
"SURVEY","1999","APR","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,200,000",""
"SURVEY","1999","APR","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","44,000,000",""
"SURVEY","1999","APR","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","211,700,000",""
"SURVEY","1999","APR","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","104,200,000",""
"SURVEY","1999","APR","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","543,900,000",""
"SURVEY","1999","APR","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","511,300,000",""
"SURVEY","1999","APR","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,700,000",""
"SURVEY","1999","APR","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,600,000",""
"SURVEY","1999","APR","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","31,200,000",""
"SURVEY","1999","APR","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","172,400,000",""
"SURVEY","1999","APR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","22,500,000",""
"SURVEY","1999","APR","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","69,300,000",""
"SURVEY","1999","APR","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,800,000",""
"SURVEY","1999","APR","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","554,900,000",""
"SURVEY","1999","APR","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,300,000",""
"SURVEY","1999","APR","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,200,000",""
"SURVEY","1999","APR","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,300,000",""
"SURVEY","1999","APR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","157,600,000",""
"SURVEY","1999","APR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,900,000",""
"SURVEY","1999","APR","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","27,600,000",""
"SURVEY","1999","APR","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","75,600,000",""
"SURVEY","1999","APR","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,400,000",""
"SURVEY","1999","APR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","96,600,000",""
"SURVEY","1999","APR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","18,600,000",""
"SURVEY","1999","APR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","85,400,000",""
"SURVEY","1999","APR","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,100,000",""
"SURVEY","1999","APR","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","407,600,000",""
"SURVEY","1999","APR","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,600,000",""
"SURVEY","1999","APR","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","62,000,000",""
"SURVEY","1999","APR","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","49,900,000",""
"SURVEY","1999","APR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","500,000",""
"SURVEY","1999","APR","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","111,200,000",""
"SURVEY","1999","APR","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","300,000",""
"SURVEY","1999","MAY","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,000,000",""
"SURVEY","1999","MAY","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","28,700,000",""
"SURVEY","1999","MAY","","STATE","ARKANSAS","05","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,000,000",""
"SURVEY","1999","MAY","","STATE","CALIFORNIA","06","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","85,300,000",""
"SURVEY","1999","MAY","","STATE","COLORADO","08","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","178,700,000",""
"SURVEY","1999","MAY","","STATE","FLORIDA","12","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,100,000",""
"SURVEY","1999","MAY","","STATE","GEORGIA","13","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,900,000",""
"SURVEY","1999","MAY","","STATE","HAWAII","15","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,100,000",""
"SURVEY","1999","MAY","","STATE","IDAHO","16","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,300,000",""
"SURVEY","1999","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","197,600,000",""
"SURVEY","1999","MAY","","STATE","INDIANA","18","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","87,700,000",""
"SURVEY","1999","MAY","","STATE","IOWA","19","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","460,500,000",""
"SURVEY","1999","MAY","","STATE","KANSAS","20","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","509,400,000",""
"SURVEY","1999","MAY","","STATE","KENTUCKY","21","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","34,500,000",""
"SURVEY","1999","MAY","","STATE","LOUISIANA","22","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,500,000",""
"SURVEY","1999","MAY","","STATE","MICHIGAN","26","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","28,700,000",""
"SURVEY","1999","MAY","","STATE","MINNESOTA","27","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","155,500,000",""
"SURVEY","1999","MAY","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,400,000",""
"SURVEY","1999","MAY","","STATE","MISSOURI","29","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","59,800,000",""
"SURVEY","1999","MAY","","STATE","MONTANA","30","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,900,000",""
"SURVEY","1999","MAY","","STATE","NEBRASKA","31","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","532,400,000",""
"SURVEY","1999","MAY","","STATE","NEVADA","32","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","100,000",""
"SURVEY","1999","MAY","","STATE","NEW JERSEY","34","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,200,000",""
"SURVEY","1999","MAY","","STATE","NEW MEXICO","35","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,000,000",""
"SURVEY","1999","MAY","","STATE","NEW YORK","36","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,800,000",""
"SURVEY","1999","MAY","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","148,900,000",""
"SURVEY","1999","MAY","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,000,000",""
"SURVEY","1999","MAY","","STATE","OHIO","39","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,900,000",""
"SURVEY","1999","MAY","","STATE","OKLAHOMA","40","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","67,500,000",""
"SURVEY","1999","MAY","","STATE","OREGON","41","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,200,000",""
"SURVEY","1999","MAY","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","92,900,000",""
"SURVEY","1999","MAY","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","16,800,000",""
"SURVEY","1999","MAY","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","71,000,000",""
"SURVEY","1999","MAY","","STATE","TENNESSEE","47","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,300,000",""
"SURVEY","1999","MAY","","STATE","TEXAS","48","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","419,100,000",""
"SURVEY","1999","MAY","","STATE","UTAH","49","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","39,500,000",""
"SURVEY","1999","MAY","","STATE","VIRGINIA","51","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","54,700,000",""
"SURVEY","1999","MAY","","STATE","WASHINGTON","53","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","50,600,000",""
"SURVEY","1999","MAY","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","600,000",""
"SURVEY","1999","MAY","","STATE","WISCONSIN","55","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","102,900,000",""
"SURVEY","1999","MAY","","STATE","WYOMING","56","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","300,000",""
"SURVEY","1999","JUN","","STATE","ALABAMA","01","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,600,000",""
"SURVEY","1999","JUN","","STATE","ARIZONA","04","","","","","","","00000000","","RED MEAT","RED MEAT, SLAUGHTER, COMMERCIAL - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","34,000,000",""
